"","logFC","AveExpr","t","P.Value","adj.P.Val","B","logP"
"AASDH",-0.378279034051451,4.17416796342794,-1.40099447701749,0.190499204837719,0.842216237472238,-4.76554892160813,0.720106832772149
"TNFRSF9",1.13979042179255,1.41261195618057,0.920423712633263,0.3783196730956,0.886602005097195,-4.7657441797287,0.422141074264459
"LOC112445766",0.170136032907092,-0.47968799430642,0.0684944200380379,0.946698242757962,0.997485755291974,-4.76579858228193,0.0237884290104658
"ZCCHC14",0.499278975725148,0.69092028154525,0.766227862712892,0.460671094391186,0.904274279324263,-4.76609650960103,0.336609037454815
"ZFHX3",-0.486150095778504,0.350796775451165,-0.659064601797544,0.524256046049884,0.916865161620438,-4.7662240248034,0.280456552277094
"LOC101904013",-0.465065146754844,0.530305974535652,-0.722568745824393,0.485962558176456,0.911923313346731,-4.7662398471463,0.313397190416228
"ST3GAL5",0.0804224153127819,-0.491614798147763,0.0530843969677725,0.958676049648991,0.997485755291974,-4.76627959348821,0.0183281223577341
"LOC132344273",1.77863540562127,3.20881555514382,1.22477994121664,0.247821208574585,0.85173724011497,-4.76631358971707,0.605861529385417
"ACSS2",-1.60674913851852,1.16970300898092,-0.874804726185933,0.40153824775603,0.888739857795528,-4.76653928592615,0.396273080526647
"KLHL35",-0.710374192014444,2.15396301163073,-1.11207640283574,0.291286266110648,0.869041406684297,-4.76658540874017,0.535679991489635
"CYREN",0.426137376547381,3.96326664592093,1.37023284151141,0.199621236390988,0.845332288938622,-4.76681118787579,0.699793258856137
"NAGK",0.369106436601966,5.74998124746951,1.56640227075771,0.147314416365665,0.838236892545516,-4.76686377800563,0.831754750498201
"GPR137B",0.671622982774373,1.51088896220637,0.978036007448798,0.350378820530099,0.87843325992936,-4.76712834038319,0.455462153659503
"ARPC3",-0.438548673848068,2.48336479416827,-1.17136640868563,0.267730089169302,0.858435740665471,-4.76729170081586,0.572302817360476
"TACR2",-0.59082908269138,0.13600616395574,-0.568572374759139,0.581781032824882,0.931691515103164,-4.76736560881737,0.235240441689451
"HBQ1",0.441034023334552,-0.178689279444407,0.400049704616867,0.697257869854064,0.959037310727207,-4.76742255773088,0.156606575211923
"IFIH1",-0.0204675404971842,-0.483382432334002,-0.00993375371963747,0.992263150915652,0.998862153539638,-4.767549020823,0.00337313648000616
"IKZF4",0.71707867401347,1.68448656141994,1.01493571156513,0.333290966289016,0.874132445436733,-4.76763061479514,0.477176457548592
"TMEM144",-0.336604169002284,5.76281595014359,-1.56879502994554,0.146758110044071,0.838236892545516,-4.76764004122261,0.833397889739177
"CBX4",-0.463289514391268,-0.0797034948913455,-0.465168197900704,0.651451086763408,0.948667353203269,-4.76774784909163,0.18611818708296
"ZNF652",-0.564969266608569,0.395692918030975,-0.664669513771402,0.520805774307184,0.916865161620438,-4.76797909317793,0.283324209278872
"ARF5",-0.399099453427616,7.21011966713451,-1.64806784368842,0.129344992996323,0.826251193178348,-4.7682751800011,0.88825037835954
"GNG7",0.455205591117755,1.38707775474939,0.950652977280772,0.363466886757671,0.881165827463926,-4.76829968103393,0.439535148913552
"LOC617079",0.443604335589152,0.231908568516191,0.599674436584554,0.561630139214322,0.925109697034807,-4.7683430857342,0.250549594355367
"KLHL2",-0.529634200378337,5.77644900307037,-1.56824870018639,0.146884966525352,0.838236892545516,-4.76844166125837,0.833022651379157
"BTBD3",-0.422317939462141,3.44480812532966,-1.30398026288481,0.220514716372944,0.849619565479176,-4.76845218696493,0.656562421949911
"ORAI2",-0.581967539218741,0.601217209658046,-0.735151334889807,0.478585906367845,0.909442616242692,-4.76847406652002,0.320040094850868
"RNF123",0.478239065988213,2.46676253226739,1.1614215676191,0.271573150169038,0.859024269613046,-4.76852240519811,0.566113169994788
"OXLD1",0.387336066580523,3.40754932886814,1.29664197193073,0.22293638990043,0.849619565479176,-4.76867153941136,0.651819035857825
"LAMTOR1",-0.272468182239177,5.81740093494815,-1.5725028393677,0.145899706873249,0.838236892545516,-4.76879234335769,0.835945580645674
"TMPRSS11E",0.612767954213471,2.45535173802417,1.15533969951113,0.273944740276115,0.861102553330607,-4.76882825282861,0.562337033579293
"LOC112441593",-0.433400491708383,0.469328894992127,-0.694115412114282,0.502902271557384,0.916865161620438,-4.76889294501861,0.298516402711526
"ELAPOR1",0.123656091897257,-0.442915794184648,0.105224387613489,0.918210594549849,0.991031749377628,-4.76897092076073,0.0370577005397292
"TMEM171",0.579964690259566,0.17432617600821,0.557084839819773,0.589321152168957,0.934183393487654,-4.76916968094314,0.229647970740253
"DNAAF3",0.393224112878436,-0.13122869543332,0.410484159552439,0.689825606016574,0.95802916008765,-4.76939565827799,0.161260688853371
"RTN3",0.293320950877582,6.93105256576235,1.63689461451312,0.13168259937049,0.828364004468925,-4.7697442381567,0.880471609219305
"DNAI1",0.693046603253429,1.7927444778692,1.02919536067048,0.326855551794602,0.873090321534034,-4.76995107764577,0.485644133940274
"RFXAP",-0.429792522408134,2.99315757001493,-1.24104484651343,0.242000559361889,0.849619565479176,-4.77029704822339,0.61618363018692
"LOC786224",-0.414371247588648,0.149466752201687,-0.56342892461841,0.58515064486518,0.932679345706922,-4.77047087571887,0.232732312018095
"LPIN3",-0.387297839345251,0.0604260383264757,-0.523368506233088,0.611746894414475,0.940396798600381,-4.77056483034887,0.213428226703725
"LOC132346150",-1.26876013441915,0.844359934689528,-0.78964061516788,0.447462771131445,0.899507993839355,-4.7706328642503,0.349243092112902
"SPTBN4",0.549909720263678,1.35225810252922,0.932052850801031,0.372555568780125,0.885585572175803,-4.77090460404922,0.428808940594395
"BCDIN3D",-0.63041715743268,2.70742237419594,-1.19780432187389,0.257722522258574,0.856428793569489,-4.77110588808914,0.588847626985708
"WDPCP",-0.711637842918735,0.437441503112588,-0.672146205317405,0.516224285043095,0.916865161620438,-4.77126214996777,0.287161568540456
"TMEM62",0.395108702734136,6.98093135472709,1.63690101794384,0.131681248969597,0.828364004468925,-4.7715208305308,0.880476062918321
"SEMA5A",-0.376932465371334,-0.387464618294574,-0.184374183163387,0.857285021739306,0.981388910923333,-4.77152133157057,0.0668747640870929
"QSOX2",-0.586920188843968,1.13525429231459,-0.884518919754632,0.396513003755225,0.887937190260698,-4.77159230802289,0.40174256530342
"HMGN5",0.865501834751926,1.59323265842978,0.966902866049602,0.355658099624286,0.879175037833931,-4.77161155034802,0.448967296393719
"TMEM25",0.605154741910608,1.86755143785217,1.04555726525507,0.319586275084372,0.873090321534034,-4.77182953065217,0.495411880118724
"PLCB4",-0.751409747698459,2.17058825076836,-1.1076514015933,0.293106902469038,0.869041406684297,-4.7719105222358,0.53297395410023
"SELENBP1",-1.2783219639779,0.52020503215855,-0.68889314867513,0.506049994842074,0.916865161620438,-4.77205578160069,0.295806575232402
"STC1",1.30489657785387,0.982395289278986,0.796462946775748,0.443660936619177,0.897476579283039,-4.77250485298036,0.352948808284978
"CXCL14",0.188994994810511,-0.386851886001809,0.150497275970533,0.883267059000767,0.985568672029214,-4.7730747773323,0.0539079660546159
"PRRT1",0.348716461983894,-0.0546164871307647,0.442719978344552,0.667084102978171,0.954255484374535,-4.77310925937137,0.175819408727003
"NF1",-0.558641960387176,1.66629813880968,-1.01461179748138,0.33343823526537,0.874132445436733,-4.77314492096735,0.476984601230684
"CA4",0.89869169350046,0.371053739607214,0.590354702958626,0.567627491221994,0.928240108813041,-4.77317859243626,0.245936579041048
