"","logFC","AveExpr","t","P.Value","adj.P.Val","B","logP","Significance"
"SNRPB",-3.749622,5.2573998,-8.17686995334231,0.000746553976220842,0.00342788350200423,0.260861324089245,3.12693878709847,"Significant"
"ATP1B3",-2.7752945,5.5677688,-8.17455588213297,0.000747449148379321,0.00343079420360617,0.259576842246025,3.12641834859482,"Significant"
"GINS3",-6.93186616666666,8.5645728,-8.16925042122635,0.000749506418046787,0.00343765109292567,0.256630419476172,3.12522464392261,"Significant"
"ZFX",-4.81529816666667,9.0582106,-8.1687255339903,0.00074971032333159,0.00343765109292567,0.25633880650659,3.12510650898172,"Significant"
"BTBD6",-5.76512383333333,6.7007572,-8.16853381332388,0.000749784818666868,0.00343765109292567,0.256232286664549,3.12506335724063,"Significant"
"EIF2A",-5.47914233333333,8.8430786,-8.16800554609353,0.000749990129548587,0.00343765109292567,0.2559387677357,3.12494445222269,"Significant"
"NEIL3",-7.84625216666667,11.4799352,-8.16711169747487,0.000750337678627945,0.0034380441017942,0.255442075218403,3.12474324466094,"Significant"
"NDUFS1",-3.98083133333333,7.9955852,-8.16626022178482,0.0007506689335733,0.00343836220288963,0.254968873335108,3.12455155703473,"Significant"
"PPM1B",-4.03850333333334,7.403297,-8.1655021795676,0.000750963988562642,0.00343851432977846,0.254547551236334,3.12438088848653,"Significant"
"EEPD1",-5.29393483333333,7.8247436,-8.16395274397914,0.000751567517034846,0.00344007829686358,0.253686237776026,3.12403199849883,"Significant"
"NXT1",-6.427268,6.4578522,-8.16066105628654,0.000752851629909953,0.00344424573122587,0.251855835179557,3.12329060502167,"Significant"
"EIF3H",-3.05120566666667,8.3556226,-8.16027463370033,0.000753002550590122,0.00344424573122587,0.251640905151468,3.12320355274307,"Significant"
"TARDBP",-4.13042333333333,5.31728,-8.15661268985882,0.000754434575028527,0.0034495943033686,0.24960356464906,3.12237841650612,"Significant"
"TSTD1",-3.7959835,5.2748684,-8.15452811547258,0.000755251233313829,0.00345212641694299,0.248443356491003,3.12190855685779,"Significant"
"MCM5",-4.883998,7.7541892,-8.15268019404796,0.000755976075273426,0.00345423723747065,0.247414591848881,3.12149194860084,"Significant"
"TUBG2",-6.83507683333333,11.5908644,-8.15101282738387,0.000756630818374534,0.00345504617011968,0.24648612678121,3.12111597340883,"Significant"
"AP3S2",-2.83139866666667,5.8634628,-8.15088939154559,0.000756679316575098,0.00345504617011968,0.246417383912494,3.12108813707785,"Significant"
"PEX12",-5.29054716666667,8.8166772,-8.14804898830735,0.000757796357871712,0.00345894395953122,0.244835216877395,3.12044748636641,"Significant"
"RAB3GAP2",-4.25099483333334,9.0421846,-8.14609730994535,0.000758565049394099,0.00346124955824994,0.243747741188402,3.12000717113093,"Significant"
"PARP16",-5.323102,9.3443428,-8.1452250935222,0.00075890888744137,0.00346131996099194,0.243261650306662,3.11981036120157,"Significant"
"GEMIN4",-3.91687866666667,5.9486728,-8.14472114264099,0.000759107636891318,0.00346131996099194,0.242980769967422,3.11969663939617,"Significant"
"PKP4",-3.9629475,8.649912,-8.14225042173022,0.000760082958878322,0.00346456418465468,0.24160342376832,3.11913900427599,"Significant"
"PSMB4",-5.535456,6.7409784,-8.13959148465443,0.000761134275702718,0.00346737340908437,0.240120645195883,3.11853872029566,"Significant"
"CSNK1A1",-5.7769935,8.1034974,-8.13935630442465,0.000761227348339189,0.00346737340908437,0.239989469607963,3.11848561736421,"Significant"
"PIGF",-6.2332125,8.418204,-8.13665371546873,0.000762297888603005,0.00347104572577485,0.238481760863792,3.11787528312822,"Significant"
"GGCT",-3.79068283333334,8.7234788,-8.13514896819976,0.000762894734201683,0.00347255932392946,0.237642062879042,3.11753538276493,"Significant"
"RPL14",-3.390458,6.7576212,-8.13334346181543,0.000763611620575667,0.00347299172433821,0.236634308610303,3.11712747117218,"Significant"
"PHLDB2",-3.1213285,6.6446744,-8.13264848376832,0.000763887782939102,0.00347299172433821,0.236246337598046,3.11697043570417,"Significant"
"MARVELD2",-2.124235,6.221326,-8.13225650822916,0.000764043595011975,0.00347299172433821,0.236027501628657,3.11688186062197,"Significant"
"GADD45A",-4.75634016666667,8.0630994,-8.13214046766881,0.00076408972905057,0.00347299172433821,0.235962715160631,3.11685563809534,"Significant"
"TOMM6",-8.13224866666666,11.0170378,-8.13153067844175,0.000764332217321715,0.00347299172433821,0.235622247941899,3.1167178341084,"Significant"
"LYRM2",2.2923635,3.5071956,8.13091652235664,0.000764576536328188,0.00347299172433821,0.235279314496505,3.11657903393869,"Significant"
"BBS4",-4.0529965,7.9091586,-8.12791784788157,0.000765770805971121,0.00347721377040552,0.233604505486534,3.11590119459231,"Significant"
"RBM45",-6.98055166666667,8.820337,-8.12591017459743,0.000766571656500273,0.00347964707679281,0.23248281160454,3.11544724254722,"Significant"
"MCF 2.00",-2.3575345,8.3337028,-8.12507144788476,0.000766906520642536,0.00347996421184443,0.232014122959385,3.1152575696146,"Significant"
"TDRP",2.4259365,3.5873394,8.12215734087745,0.0007680713645041,0.00348404599608561,0.230385282938739,3.11459842610073,"Significant"
"GIPC2",-5.09014416666667,9.050692,-8.11938855422386,0.00076918010580946,0.00348784924838613,0.228837081486106,3.11397195694643,"Significant"
"GSPT1",-4.02030366666667,9.9636418,-8.11873773131145,0.000769441004612749,0.00348784924838613,0.22847308253488,3.11382467323777,"Significant"
"NDUFS3",-4.30599233333333,7.0604946,-8.1170358555458,0.000770123751237665,0.00348930098617754,0.227521090107531,3.11343948241023,"Significant"
"SMCO4",-5.52363733333333,6.1603026,-8.11659619630036,0.00077030024990274,0.00348930098617754,0.227275119021375,3.11333996124387,"Significant"
"MSANTD4",-4.7541165,8.6621376,-8.11502706920773,0.000770930566466973,0.00348930098617754,0.226397139618057,3.11298473473522,"Significant"
"LPAR2",-2.59706633333333,4.1786052,-8.11435796239895,0.000771199535873344,0.00348930098617754,0.226022695785637,3.11283324047414,"Significant"
"SFT2D1",-7.51435216666667,10.5769172,-8.11431067103331,0.000771218550487188,0.00348930098617754,0.225996229444772,3.11282253268753,"Significant"
"AFG1L",-2.76979016666667,5.2549854,-8.11393025760423,0.00077137152537333,0.00348930098617754,0.225783327164709,3.11273639684343,"Significant"
"CKAP2",-4.037797,9.1079188,-8.11301407841374,0.000771740097521307,0.00348930098617754,0.225270533597315,3.11252893440103,"Significant"
"NQO1",-4.37163166666667,7.294301,-8.1126491989327,0.000771886945236503,0.00348930098617754,0.225066289831751,3.1124463041402,"Significant"
"PROCA1",-5.68985,7.196927,-8.10781465742103,0.000773835830840935,0.0034966271640742,0.222359180738056,3.11135116505645,"Significant"
"CHPF",-2.66211433333333,4.1644204,-8.10730867899625,0.000774040143615877,0.0034966271640742,0.222075756061033,3.1112365151585,"Significant"
"TANK",-4.62006133333334,9.4453562,-8.10599077017584,0.000774572618549208,0.00349734504953457,0.221337437071621,3.11093785956162,"Significant"
"BDNF",-6.68854383333334,7.0517142,-8.10495257302632,0.000774992393928065,0.00349734504953457,0.220755726454971,3.11070255980502,"Significant"
"POP7",-6.99963616666667,6.3872968,-8.1049386451531,0.000774998027272739,0.00349734504953457,0.220747922000603,3.11069940297195,"Significant"
"NXN",-2.41722766666667,6.4388444,-8.10263157551283,0.000775931842262364,0.00349994112543488,0.219454959536467,3.11017642542914,"Significant"
"DHFR",-3.16471466666667,7.5595742,-8.1022008179649,0.000776106347644408,0.00349994112543488,0.219213503704849,3.11007876452712,"Significant"
"STRAP",-5.3718815,9.1969776,-8.10138189702993,0.000776438234059523,0.00350023580146572,0.218754429269921,3.1098930868434,"Significant"
"HPS3",-6.08578516666667,9.0041934,-8.09872210695477,0.000777517361091175,0.00350389773021596,0.217263044715098,3.10928990488387,"Significant"
"LYST",-2.71497416666666,7.72138,-8.09773226889857,0.000777919420772397,0.00350450697550021,0.216707891900499,3.10906538620606,"Significant"
"IPO5",-2.3191605,6.3696052,-8.09660528289505,0.00077837749479001,0.00350536805952758,0.216075729767157,3.10880972930421,"Significant"
"CPPED1",-2.64257133333334,6.0036602,-8.09290797627635,0.000779882595207274,0.00351006823662074,0.214001123282798,3.10797077178563,"Significant"
"PIGY",-6.3881745,9.4124798,-8.09272845206104,0.0007799557656457,0.00351006823662074,0.213900363771153,3.10793002715661,"Significant"
"SLC25A30",-2.11475883333333,6.6385302,-8.08705673137575,0.000782271730567745,0.00351928481185873,0.210715813743624,3.10664236383587,"Significant"
"ANKH",-4.5715605,4.1345432,-8.08260317936864,0.000784096112978737,0.00352628429987561,0.208213542619077,3.10563069907843,"Significant"
"KRTCAP2",-5.7319155,7.9470512,-8.08040520661334,0.000784998403885154,0.00352913352955147,0.20697803989463,3.10513122629242,"Significant"
"FAM135A",-3.13548583333333,7.162826,-8.07499304464939,0.000787225518678138,0.00353664974645404,0.203934256725609,3.103900836272,"Significant"
"ATP11A",-2.52628666666666,6.61352,-8.07341107888006,0.000787877945201364,0.00353664974645404,0.203044146852895,3.1035410564079,"Significant"
"CYB5A",2.7877895,7.2025252,8.07338485800307,0.00078788876460146,0.00353664974645404,0.203029391806719,3.10353509257362,"Significant"
"KLHDC3",-4.08825383333333,5.1073392,-8.07285723133071,0.000788106515014118,0.00353664974645404,0.202732474010618,3.10341508231157,"Significant"
"ARHGEF18",2.23312383333333,3.4716518,8.07240988732802,0.000788291190027891,0.00353664974645404,0.202480718204574,3.10331332710152,"Significant"
"NUP37",-7.495783,10.1720232,-8.07178620489421,0.000788548749512991,0.00353664974645404,0.202129697628144,3.10317145263306,"Significant"
"ARHGAP10",-2.39676583333333,7.154156,-8.07176992976612,0.000788555471947719,0.00353664974645404,0.202120537277181,3.10316775025719,"Significant"
"PREPL",-3.997777,7.0025628,-8.06788173936113,0.000790163478037395,0.00354152837504965,0.19993152129785,3.10228304761507,"Significant"
"POR",-4.561396,8.9007774,-8.06783551639874,0.000790182617948178,0.00354152837504965,0.199905491322115,3.10227252794769,"Significant"
"ARL8B",-2.58075583333333,6.633275,-8.06576374249131,0.000791041070709597,0.0035431664404873,0.198738627866015,3.10180096742584,"Significant"
"ECT2",-4.26639983333334,9.4669296,-8.06565122612606,0.000791087724909288,0.0035431664404873,0.198675247171107,3.10177535426268,"Significant"
"NDFIP2",-3.3367,6.723946,-8.0640287880516,0.000791760829173648,0.00354497211343619,0.197761218177749,3.10140598792675,"Significant"
"UAP1",-4.66318833333333,6.166612,-8.06183666501352,0.000792671381739402,0.00354783932685816,0.196525931108675,3.10090682110144,"Significant"
"YME1L1",-5.73874116666666,8.9648818,-8.060546487871,0.000793207881543851,0.003549030971187,0.195798731281492,3.10061297916921,"Significant"
"COX11",-5.00003033333333,7.0852018,-8.05934819050592,0.00079370656849496,0.00355005267625198,0.195123206112572,3.10034002557907,"Significant"
"SMIM8",-6.59699116666667,8.0249438,-8.0559589366352,0.000795119107216691,0.00355515972624092,0.193211968356778,3.09956781004488,"Significant"
"DUSP19",-5.57800316666667,7.5659526,-8.05068921775718,0.000797321418151205,0.00356293798821464,0.190238588218604,3.09836656945745,"Significant"
"RPS12",-5.7859915,8.9782236,-8.05034872474467,0.000797463970233197,0.00356293798821464,0.190046396477896,3.09828892943991,"Significant"
"SUPT16H",-3.98121,7.763596,-8.04980513180735,0.000797691616862725,0.00356293798821464,0.189739546500439,3.09816497203225,"Significant"
"CYB5R4",-3.5547105,7.5417822,-8.04920268779225,0.000797944001168083,0.00356293798821464,0.189399449817684,3.09802758588868,"Significant"
"CBY1",-4.63088433333333,7.1575474,-8.04503011764128,0.000799694689444756,0.00356954135342914,0.18704316070141,3.09707578800487,"Significant"
"HNRNPH2",-2.58607583333333,5.897121,-8.04225080817986,0.000800863387407892,0.00357354332430868,0.185472926063459,3.096441560264,"Significant"
"MYCBP2",-4.32949683333334,8.6912994,-8.04103162706443,0.000801376704876717,0.00357461918764981,0.184783936747703,3.09616328617402,"Significant"
"PCGF6",-2.91782016666667,6.4124604,-8.03892923248407,0.000802262821978601,0.00357630469151285,0.183595556641614,3.09568333316664,"Significant"
"SPSB3",-2.94766783333333,4.6018488,-8.03884288725639,0.000802299240115508,0.00357630469151285,0.183546742761862,3.09566361913217,"Significant"
"TMEM254",-5.68350483333334,7.5387536,-8.03754934748136,0.000802845060732992,0.00357692063787951,0.182815393160262,3.09536826015255,"Significant"
"POLR3K",-6.78133633333333,10.5464282,-8.0368968949088,0.000803120539490955,0.00357692063787951,0.182446457224918,3.09521926704134,"Significant"
"DDX41",3.06405683333333,3.9702116,8.03657956021498,0.000803254566030055,0.00357692063787951,0.182267005408502,3.09514679706058,"Significant"
"MRVI1",-2.24942483333333,6.9847896,-8.03475943176414,0.000804023821976677,0.00357890044926809,0.181237580427229,3.09473108359016,"Significant"
"ALDH2",-4.585292,6.7604868,-8.0342383157118,0.000804244229804305,0.00357890044926809,0.180942802185183,3.09461204633913,"Significant"
"MFSD14B",-4.10605066666667,6.6529246,-8.03343129244164,0.000804585707472469,0.00357920715126303,0.180486254880026,3.09442768643164,"Significant"
"RBPMS2",-2.42563016666667,7.5443814,-8.03224310356865,0.000805088788225596,0.00358023229494701,0.179813985351838,3.09415622135875,"Significant"
"EIF1AX",-2.43158,7.421134,-8.02896582718025,0.00080647836681557,0.00358359759794081,0.177959167232856,3.09340727774635,"Significant"
"PTRHD1",-5.95142933333333,9.6946514,-8.02887646131173,0.000806516298966209,0.00358359759794081,0.1779085779886,3.09338685148697,"Significant"
"FABP5",-4.47385833333333,8.809824,-8.0285280235846,0.000806664217142327,0.00358359759794081,0.177711324605183,3.09330720752004,"Significant"
"APEH",-3.09059333333333,4.122625,-8.02734325415616,0.000807167419190643,0.00358462040879659,0.177040548043673,3.09303637644321,"Significant"
"SLC25A17",-2.4078,7.774663,-8.02546764531031,0.000807964815877701,0.00358647316576185,0.175978423016348,3.09260755086262,"Significant"
"ANP32E",-3.105021,8.4518054,-8.02494591094706,0.0008081867956619,0.00358647316576185,0.175682926209914,3.09248824943658,"Significant"
"CRLS1",-6.50234833333333,8.051554,-8.02443570405366,0.000808403942328287,0.00358647316576185,0.175393938218301,3.09237157723585,"Significant"
"SLC9B1",-5.33676533333333,7.0573808,-8.0191041716753,0.000810677301293537,0.00359534424876283,0.172372900906804,3.09115198691978,"Significant"
"SLC5A12",-4.43788566666667,6.1049876,-8.01142390991155,0.000813965778651479,0.00360870985997678,0.168017179933075,3.08939385365532,"Significant"
"PTGES3",-5.58097116666667,8.0669698,-8.00467424005421,0.000816869144781551,0.00362035963863359,0.164185509935684,3.08784750803413,"Significant"
"EIF2S2",-4.52903183333333,8.5753044,-8.00306954766242,0.000817561246069756,0.0036222045490513,0.163274041836298,3.08747970309115,"Significant"
"PLEKHG4",-5.0261595,6.1883478,-8.00181355787071,0.000818103447844116,0.00362338430930487,0.162560500074074,3.08719177702882,"Significant"
"FAM117A",-3.8387695,8.5511528,-7.99853078127717,0.000819522656306512,0.00362841140297464,0.160694948393032,3.08643903553718,"Significant"
"SLC19A3",-4.02551133333333,5.3652102,-7.99728012618519,0.000820064122957999,0.00362841140297464,0.159984003345274,3.08615218766747,"Significant"
"ZFYVE9",-1.7932005,6.7099972,-7.99727256934442,0.000820067395981475,0.00362841140297464,0.159979707233893,3.0861504543235,"Significant"
"MRM2",-3.14883216666667,5.6107392,-7.99515886173479,0.000820983507547661,0.00363124130047689,0.15877787958123,3.08566556718383,"Significant"
"CAPRIN2",-3.8724625,9.996385,-7.99373227405038,0.000821602511754247,0.00363275561762854,0.157966546349955,3.08533824170953,"Significant"
"CETN2",-7.56200166666667,11.088923,-7.99162579414164,0.000822517558452094,0.00363505019809704,0.156768257747442,3.08485482230508,"Significant"
"SP2",-4.46135416666667,8.918185,-7.99104344807958,0.000822770744994676,0.00363505019809704,0.156436925367307,3.08472115877758,"Significant"
"EFHB",-5.35903283333333,7.1813978,-7.99062693211528,0.000822951891482067,0.00363505019809704,0.156199927956694,3.08462555224162,"Significant"
"CDK16",-2.51601166666667,7.782797,-7.98758350403037,0.00082427697180316,0.00363908625490163,0.154467815078181,3.08392683306727,"Significant"
"SIRT7",-4.31306666666667,4.571108,-7.98681799533345,0.00082461067366767,0.00363908625490163,0.154032027664329,3.08375104803943,"Significant"
"SNX11",-4.6290135,6.9511194,-7.98662007869268,0.000824696976438262,0.00363908625490163,0.153919350723661,3.08370559767476,"Significant"
"USP32",-2.47667166666667,8.172795,-7.98555758416561,0.000825160470699236,0.00363990839812642,0.153314405143179,3.08346158507163,"Significant"
"MYO1E",-2.31999116666667,7.6469928,-7.98217493410292,0.000826638193187815,0.00364465718514976,0.151387870931069,3.08268453287052,"Significant"
"KIF9",-4.24076766666667,5.7490774,-7.98182306534773,0.000826792092184064,0.00364465718514976,0.151187419289065,3.08260368581501,"Significant"
"PSMA6",-2.57936583333333,7.967511,-7.97959791650546,0.000827766122885863,0.0036477264180326,0.149919582389463,3.08209235148538,"Significant"
"RBM4B",-3.206355,7.139579,-7.97741457569008,0.000828723203313443,0.00365018175496306,0.148675197120103,3.08159050123122,"Significant"
"EFCAB14",-3.506083,9.6187222,-7.97663667723328,0.000829064523390518,0.00365018175496306,0.148231748916227,3.08141166840993,"Significant"
"ISCU",-3.1029735,5.9870634,-7.97642555644309,0.000829157186647487,0.00365018175496306,0.148111389537008,3.08136313070116,"Significant"
"HIBCH",-4.12825133333333,6.2057522,-7.97375591797862,0.000830330003012251,0.00365288459491053,0.146589140498248,3.0807492690655,"Significant"
"IVD",-5.60308666666667,6.806357,-7.97323081517735,0.000830560925677768,0.00365288459491053,0.146289658236165,3.08062850443454,"Significant"
"HACE1",-5.61099716666666,9.8164312,-7.97261491895843,0.000830831875341104,0.00365288459491053,0.145938366681972,3.08048684986059,"Significant"
"LRP12",-3.750808,5.4273362,-7.97249687801959,0.000830883817011709,0.00365288459491053,0.145871035798843,3.08045969963141,"Significant"
"REEP5",-5.44978466666667,6.4310762,-7.97041676834634,0.000831799775089669,0.00365568763268994,0.144684359569786,3.07998120139995,"Significant"
"CRYBG2",-4.4949865,4.8932946,-7.96818920821191,0.000832782017554077,0.00365819133396867,0.143413195626388,3.07946866121288,"Significant"
"CPT2",-6.433062,7.3940558,-7.96783265380005,0.000832939370537202,0.00365819133396867,0.143209691319338,3.07938660963694,"Significant"
"IL1A",-3.74557783333333,7.3675948,-7.96723055213668,0.000833205169045104,0.00365819133396867,0.142866018101679,3.07924804443624,"Significant"
"MED6",-4.42254816666667,8.3594726,-7.96479717860407,0.000834280431387165,0.00366029245446776,0.141476790082884,3.07868794296807,"Significant"
"DDIAS",-3.8130965,8.1577866,-7.96439449789796,0.000834458530437561,0.00366029245446776,0.141246853205752,3.07859524130905,"Significant"
"ZMYND8",-5.67708016666667,9.7346274,-7.96425571732845,0.000834519921464856,0.00366029245446776,0.141167604472243,3.07856329148445,"Significant"
"ANKRD52",3.0962605,3.9895338,7.96281051115392,0.000835159548494378,0.00366187485503445,0.140342251221652,3.07823054917314,"Significant"
"SENP3",-3.25508983333333,6.7964326,-7.96054779533957,0.000836162185784597,0.0036641710223398,0.139049697280103,3.07770947667609,"Significant"
"LARP7",-5.1039125,9.490322,-7.96036942698669,0.000836241284949161,0.0036641710223398,0.138947789352704,3.07766839528476,"Significant"
"KSR1",-4.51812316666666,5.5115846,-7.95565046878848,0.000838337246277658,0.0036721296591455,0.136250796619269,3.07658123825078,"Significant"
"YES1",-6.2300475,9.293834,-7.95442228352012,0.000838883796792892,0.00367329843930785,0.135548578923925,3.07629819400658,"Significant"
"CIART",-2.95074266666666,9.7113534,-7.95289940398469,0.000839562087354931,0.00367504311038165,0.134677707478901,3.07594718136204,"Significant"
"FBXW2",-3.2342255,5.3393972,-7.9505751211931,0.000840598603376267,0.00367749910048354,0.133348201754266,3.07541133589433,"Significant"
"PSMC2",-4.18955933333333,7.7094494,-7.95038548669126,0.000840683239388637,0.00367749910048354,0.133239711113149,3.07536761097892,"Significant"
"KCNN2",-4.19947766666667,7.0739704,-7.94947779310341,0.00084108849614738,0.00367780209373454,0.132720377598181,3.07515830697676,"Significant"
"CCNA2",-6.221631,11.6244004,-7.94897600020558,0.000841312632468668,0.00367780209373454,0.132433251343694,3.07504259002145,"Significant"
"DYNLT3",-4.15318366666667,7.6406698,-7.94227121396317,0.000844314414712234,0.00368969613777073,0.12859490106004,3.07349579609153,"Significant"
"TASOR",-4.86447383333333,9.5763172,-7.94064460530873,0.000845044612671278,0.00369165863393188,0.127663177656275,3.07312036261775,"Significant"
"SLC39A12",-5.19661016666667,9.3252044,-7.93995009465868,0.000845356617069078,0.00369179351358534,0.127265298764391,3.07296004353202,"Significant"
"GPR19",-4.30525216666667,6.5444312,-7.93761388236816,0.000846407169288205,0.00369515257549624,0.125926629856759,3.07242066670643,"Significant"
"NEFL",-3.012972,7.7852698,-7.93088993787681,0.000849439637283265,0.00370699682583259,0.122071395763109,3.0708674774497,"Significant"
"IKZF3",1.7333885,3.1718106,7.93034766276659,0.000849684773511735,0.00370699682583259,0.121760324811528,3.07074216430441,"Significant"
"RRAS2",-3.56693766666666,10.2833554,-7.92670264510885,0.000851334733142481,0.00371296171226405,0.119668803507746,3.06989964770195,"Significant"
"POC1A",-3.3387505,6.8066652,-7.92591624852404,0.000851691213187202,0.00371328320437395,0.119217431824037,3.06971783330397,"Significant"
"AFF1",-4.01303416666666,9.449425,-7.92129517270631,0.000853789639324745,0.00371998197362998,0.116564082068532,3.06864911963209,"Significant"
"MRPL33",1.6462375,3.11952,7.92128510513268,0.000853794217828263,0.00371998197362998,0.116558299615008,3.06864679070539,"Significant"
"XRN1",-3.908002,8.7946898,-7.91997675055677,0.000854389480722303,0.00372069311121121,0.115806760657957,3.06834410733375,"Significant"
"FBRSL1",1.77058116666667,3.1941262,7.91968102755617,0.000854524095599528,0.00372069311121121,0.115636874406381,3.06827568667247,"Significant"
"TLE3",-4.58717366666667,4.1298458,-7.91668168553366,0.000855890865761551,0.00372465938163886,0.113913435610344,3.06758160847607,"Significant"
"CDH23",-2.400625,6.852491,-7.91600430123926,0.000856199909220926,0.00372465938163886,0.113524110024438,3.06742482254802,"Significant"
"GINS2",-2.895561,6.9055034,-7.91563173436176,0.000856369943217189,0.00372465938163886,0.113309962580663,3.06733858393247,"Significant"
"OTUB1",-2.519182,5.1307258,-7.91519448353139,0.000856569550148443,0.00372465938163886,0.113058621733149,3.06723736822751,"Significant"
"KMT5B",-3.22510466666667,8.5003312,-7.91338561402589,0.00085739590569115,0.00372666276878855,0.112018688088703,3.06681859469987,"Significant"
"CYP51A1",-4.70959816666667,5.0506536,-7.91294389750348,0.000857597843990176,0.00372666276878855,0.111764703054204,3.06671631947074,"Significant"
"METTL3",-7.06845933333333,7.6552994,-7.90982305435649,0.000859026232565946,0.00373163496065366,0.109969799740893,3.06599357367204,"Significant"
"SNX14",-6.09467566666666,8.6297526,-7.90161353844816,0.00086279744573967,0.00374458877445147,0.105244607035893,3.06409114927048,"Significant"
"MRPS14",-1.9779975,6.623691,-7.90153190021028,0.000862835048494683,0.00374458877445147,0.105197591738698,3.06407222210138,"Significant"
"HMMR",-2.79080916666666,8.84827,-7.90132455095179,0.000862930562944731,0.00374458877445147,0.105078177382239,3.06402414906253,"Significant"
"STK3",-2.16355616666667,7.8008708,-7.90085086183199,0.000863148813605285,0.00374458877445147,0.104805362863517,3.0639143220646,"Significant"
"GPI",-3.55490366666666,8.6475498,-7.89709093097459,0.000864883561134683,0.00375087547054843,0.102639263597733,3.06304235746069,"Significant"
"TSC22D2",-4.54300283333333,9.9620708,-7.88974679704891,0.00086828416731443,0.00376438021960155,0.0984051207636174,3.0613381180268,"Significant"
"UBE2E3",-3.62497633333333,7.2886182,-7.88636281491563,0.000869856522066181,0.00376995242500762,0.0964527225509615,3.0605523759028,"Significant"
"FBLIM1",-4.251013,6.4339622,-7.88519251733658,0.000870401098386531,0.00377106803827513,0.0957773077384028,3.06028056959568,"Significant"
"CMBL",-6.101893,6.8269242,-7.88382816772889,0.000871036494290067,0.00377257626748587,0.0949897643412987,3.05996364873887,"Significant"
"ERRFI1",-6.68726416666667,10.861965,-7.88213476914268,0.000871825913750826,0.00377475037895676,0.0940120815752978,3.05957022635787,"Significant"
"MAP2K4",-3.37963833333333,8.162093,-7.88123234396333,0.000872246955172336,0.00377532861414737,0.0934909752663904,3.0593605379064,"Significant"
"DEGS1",-5.34042283333333,9.0158688,-7.87989552415382,0.000872871123035699,0.00377678536662432,0.0927189102483696,3.05904987391893,"Significant"
"RWDD3",-3.55677383333333,6.0557092,-7.87918702377138,0.000873202144591911,0.00377697317614657,0.092309667243156,3.05888520633064,"Significant"
"DHRS1",-2.24367466666667,6.1256282,-7.8768524576844,0.000874293963118052,0.00378045055109195,0.0909609003873175,3.0583425203461,"Significant"
"OVGP1",-4.52057733333333,3.1449246,-7.8749003570457,0.000875208180733282,0.00378315794252451,0.0898327706379645,3.05788863156056,"Significant"
"ARMCX3",-4.6199715,6.1322776,-7.87283831184609,0.000876175145081781,0.00378609147917537,0.0886407791340167,3.05740907084163,"Significant"
"ZNF3",-3.05487,6.409032,-7.87133101216249,0.000876882788183361,0.00378790288632365,0.087769254558828,3.05705845435026,"Significant"
"EXTL2",-3.783605,7.648754,-7.86736815534105,0.000878746562476188,0.00379470564236676,0.0854770707913621,3.05613636086321,"Significant"
"TBL1XR1",-3.746335,8.54233,-7.86589943341185,0.000879438535778799,0.0037964453819353,0.0846272242188322,3.05579450811657,"Significant"
"NIF3L1",-2.910158,7.4806212,-7.86487071277366,0.000879923599731343,0.0037972910652882,0.0840318748033964,3.05555503427654,"Significant"
"ADGRL1",1.66423416666667,3.130318,7.86063517459908,0.000881924161660068,0.0038046741428778,0.0815797752564551,3.05456875907298,"Significant"
"NDST2",-3.1132145,6.8251818,-7.85871914018395,0.000882830965952486,0.0038070679130894,0.0804700538562715,3.05412244204138,"Significant"
"TMX3",-4.5831945,8.5696348,-7.85809444630344,0.000883126859608925,0.0038070679130894,0.0801081837234747,3.05397690630824,"Significant"
"PLSCR3",-4.07794883333333,4.7300702,-7.85728906073103,0.000883508517172275,0.0038070679130894,0.0796415979881706,3.05378925946441,"Significant"
"SLMAP",-4.449738,8.4879072,-7.85701450695648,0.000883638668831594,0.0038070679130894,0.0794825285155252,3.05372528726334,"Significant"
"HARBI1",-4.070308,7.6358132,-7.85426314877867,0.00088494422686317,0.00381144230474488,0.0778881343564271,3.05308409961724,"Significant"
"ACYP1",-3.3294355,5.6314122,-7.85014131865606,0.00088690446436201,0.00381863259868915,0.0754984466268462,3.05212315901266,"Significant"
"LATS2",-3.83240266666667,6.1047524,-7.84896201642175,0.000887466277081187,0.00381979913163886,0.0748144839772484,3.05184814075829,"Significant"
"FTL",-5.9728105,11.7633472,-7.84380073802052,0.000889930153322585,0.00382851502473071,0.0718197970424042,3.0506440778685,"Significant"
"GMNN",-6.17216933333333,9.1592744,-7.8434992125236,0.000890074350479962,0.00382851502473071,0.0716447804621243,3.05057371396801,"Significant"
"MPP5",-5.1553215,10.0687716,-7.84194785186282,0.000890816697745558,0.00382896305914227,0.0707441999422684,3.05021165101071,"Significant"
"TBC1D19",-5.40488933333333,7.8124944,-7.84172788796408,0.000890922014118598,0.00382896305914227,0.0706164933250193,3.05016030979057,"Significant"
"GNPDA2",-6.47547983333334,8.9993066,-7.84096814819418,0.000891285885355545,0.00382896305914227,0.0701753743528233,3.04998297102715,"Significant"
"TRIM44",-4.73207183333333,5.5909694,-7.84007206822993,0.000891715286823419,0.00382896305914227,0.0696550352535628,3.04977378811181,"Significant"
"MAL2",-5.086053,8.5432952,-7.83959573414889,0.000891943648005418,0.00382896305914227,0.0693784100073858,3.04966258299313,"Significant"
"ROM1",-3.9222425,3.365181,-7.83925451490768,0.000892107276764512,0.00382896305914227,0.0691802400683565,3.04958291815132,"Significant"
