"","logFC","AveExpr","t","P.Value","adj.P.Val","B","logP","Significance"
"CSPG4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CSRP1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CSTF2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CT55",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CTIF",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CTSH",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CTSK",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CXCR1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CXCR6",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYB5R2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYCS",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYGB",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYP1A1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYP1B1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYP26B1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"CYSRT1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"D2HGDH",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DALRD3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DAPP1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DAW1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DBNDD2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DCAF11",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DCDC2B",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DCLK1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DCST1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DCUN1D2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DDN",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DEGS2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DES",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DESI2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DGKQ",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DHRS3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DHRS7",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DIPK2A",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DIRAS1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DKK 4.00",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DKKL1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DLL4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMAC1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMAC2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMC1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMKN",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMRT1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DMTN",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNAAF1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNAH12",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNAH9",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNAJB5",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNAJC22",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNASE1L2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DNTT",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DOK2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DOK3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DOK5",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DPEP1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DPEP2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DPEP3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DPPA2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DPPA4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DQX1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DRC1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DRP2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DSC3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DSG3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DUOX2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DUSP22",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DUSP27",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"DUSP4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EBI3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ECM2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EDN3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EDNRB",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EEF1AKMT4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EFCAB5",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EFCAB9",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EHHADH",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EID2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ELAC1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ELMO3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ELMOD3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EMB",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EME1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EME2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EMP1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ENGASE",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ENTPD1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EOMES",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EPHA5",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EPHB4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EPHB6",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EPHX4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EPN3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EREG",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ESAM",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ESR1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ESRRB",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ESX1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ETS2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"ETV2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EVA1C",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EVPL",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"EXOC3L2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"F13A1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FADS2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAH",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM166A",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM167A",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM174C",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM186A",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM189A1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM83G",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FAM98C",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FASTK",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBLN7",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBN2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBP2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBXO2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBXO41",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FBXW9",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FCGR2B",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FCGRT",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FCRL1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FCSK",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FES",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FETUB",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FEZF2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGD3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGF1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGF13",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGF23",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGF4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGFR3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGFR4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FGFRL1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FHOD1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FIBCD1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FKBPL",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FLACC1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FNBP1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FNDC4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FOXD2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FOXE1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FOXR2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FPGS",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FREM2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FRK",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FST",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FUT10",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FUT11",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FUT4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"FZD7",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GABRA2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GABRD",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GABRQ",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GAL3ST4",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GALNS",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GALNT14",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GALNT16",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GALNT17",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GAS1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GAS2L1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GAS2L2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GASK1B",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GATA6",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GBP6",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GBX1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GC",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GCHFR",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GCM1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GDF7",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GDPD2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GDPD3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GFAP",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GFRA1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GFRA3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GGACT",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GGT1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GIPR",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GJA10",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GJA5",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GJB3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLB1L2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLDN",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLI1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLIPR1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLIS2",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLT1D1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLYAT",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GLYCTK",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GM2A",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GNAT3",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
"GNB1",-0.795083833333333,1.6547272,-3.83522130038554,0.015048460373075,0.0273139435548336,-3.09188973962496,1.82250793101245,"Not Significant"
