"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSBTAG00000030775",0.668030280658925,0.589767170108184,3.30265464298001,0.178573672957834,0.858272468111819,NA
"ENSBTAG00000011802",0.354095224314288,2.26601421116993,3.7632028672573,0.602150426405646,0.547074010801048,NA
"ENSBTAG00000019269",8.97587676343986,5.73126314109016,1.96294530091155,2.91972636141653,NA,NA
"ENSBTAG00000020404",4.88302016951281,-2.97367567787154,1.79656900016901,-1.6551970325614,0.0978845369827262,0.460516697298594
"ENSBTAG00000020409",2.8156356507196,-2.57496967606772,2.13188367368786,-1.2078377952083,0.227109660414058,NA
"ENSBTAG00000018936",98.9931336247009,1.2683357782412,0.456600513018919,2.77778001136115,0.00547316595220618,0.132288711108252
"ENSBTAG00000003148",480.886475206889,0.569596728675197,0.446908477992539,1.27452656802073,0.202476863109623,0.600874949136708
"ENSBTAG00000003161",79.9221064685498,0.696762718731009,0.736633639784172,0.945874151138624,0.344212779077903,0.722795103921922
"ENSBTAG00000030670",200.41563723799,-0.54988551306442,0.447430213079315,-1.22898610105023,0.219077017218303,0.619337367727984
"ENSBTAG00000011495",4.05993122446349,0.957620388241758,1.54868892401822,0.618342633817719,0.536349503977114,0.840446180388134
"ENSBTAG00000004777",394.78953748955,-0.2892645950057,0.422899357821532,-0.684003391482502,0.493973024209673,0.818485388469913
"ENSBTAG00000005503",64.8969823057743,1.72859044199357,0.586756151264004,2.94601162385738,0.00321900303094111,0.100256812348286
"ENSBTAG00000052513",9.73536969440771,-0.184282491885232,1.05944761779975,-0.173942051300232,0.86191100417792,0.964831975625986
"ENSBTAG00000007039",1738.37462500292,-0.362997719780912,0.318714438593832,-1.13894344223142,0.254726744669897,0.655993808511582
"ENSBTAG00000043957",37.2902193685118,-0.0245660160631368,0.93910471908349,-0.0261589741420017,0.979130538566796,0.996270642639342
"ENSBTAG00000046447",5.89468125985158,-1.9899415226171,1.83277713243922,-1.08575204665977,0.277588707220044,0.674180076203902
"ENSBTAG00000004742",67.1910569670692,0.501566316161553,0.635783363429512,0.788894999479112,0.43017337860476,0.780426700836727
"ENSBTAG00000018682",19.510710337054,0.0397468730414188,0.941979972464115,0.0421950298342812,0.966343224651202,0.993119850702666
"ENSBTAG00000023384",268.176429546478,-1.33343477216869,0.624090270791707,-2.13660560751432,0.0326300831499699,0.293249166608562
"ENSBTAG00000052342",7.05371323368333,-2.23742577291885,1.49640629794516,-1.49519938267518,0.13486241460848,0.520268505939867
"ENSBTAG00000030629",0.588347363038506,-2.47368855465331,3.74276375934897,-0.660925645780966,0.508659998386954,NA
"ENSBTAG00000018688",921.382817455939,0.0338517528110008,0.718728929076158,0.0470994716387906,0.962433948443112,0.991963690757769
"ENSBTAG00000053201",364.93157496943,-0.587099895464535,0.442823484735036,-1.32581020587882,0.184902571611659,0.578519693080169
"ENSBTAG00000014306",84.740988910595,-0.080265494604647,0.60676316422054,-0.132284718878341,0.894759093719778,0.975459057321853
"ENSBTAG00000011876",1010.05687078148,-1.451600857879,0.359523125887262,-4.03757297752854,5.40070467278529e-05,0.0125312014407841
"ENSBTAG00000011880",58.1361843352438,0.593183370200925,0.555577605668247,1.06768768962069,0.28566141327387,0.680824148951297
"ENSBTAG00000053305",0.387742848246298,-0.632585645087076,3.8169288797511,-0.165731577667836,0.868368194311109,NA
"ENSBTAG00000021447",16.4936937487481,-0.963886664657628,1.43441474852218,-0.671972081750192,0.501601469784993,0.821559488157821
"ENSBTAG00000033679",71.9644930156288,0.238916666435531,0.527508607474354,0.452915199961256,0.650609805328059,0.887852384155498
"ENSBTAG00000051916",0.143566806722544,0,3.81692887976099,0,1,NA
"ENSBTAG00000055107",1308.70397337011,-0.396569253009801,0.342632987443552,-1.15741702504676,0.24710202158774,0.647449050271957
"ENSBTAG00000008167",1418.61660744893,-0.145126994114128,0.437689950324348,-0.331574883102941,0.740210287977442,0.92660567208052
"ENSBTAG00000004791",267.982808933129,0.720415565447678,0.413935196295939,1.7404066431032,0.0817876398814565,0.432046762874665
"ENSBTAG00000001771",627.208068828712,-0.15665624234969,0.532607964290309,-0.294130491567906,0.768658191965701,0.936081694886127
"ENSBTAG00000053559",0.557561062842195,1.56338336162845,3.76212085848036,0.41555904779198,0.677732698611794,NA
"ENSBTAG00000000973",13.0523959939403,0.588802838634615,1.66876633326221,0.352837198892662,0.724210494359879,0.919595836713231
"ENSBTAG00000011001",6.33829220559729,-1.14691583360713,2.07732303756176,-0.552112412402316,0.580871338294648,0.85835591709186
"ENSBTAG00000009214",14.1592070127856,3.25964905885347,1.44079098578907,2.26240245185062,0.0236725495894586,0.259555015935535
"ENSBTAG00000020787",642.262155152184,0.426370688447184,0.439337672540129,0.970485153212623,0.331804721836835,0.714068452014427
"ENSBTAG00000012837",20.4584689676821,1.98378338390566,1.12251101969113,1.767272970248,0.0771825243033232,0.421365212133461
"ENSBTAG00000049122",23.2862109244533,-1.92687864624496,1.15437713952627,-1.66919335134764,0.0950790673284383,0.454981117984017
"ENSBTAG00000006479",1708.12284512127,-0.0673970401305285,0.452543758900107,-0.148929332920942,0.88160939499809,0.97148505328192
"ENSBTAG00000023377",79.6233757352205,-0.409243651355952,0.579386382431541,-0.706339782510002,0.47997685910889,0.810099624987655
